ad_id,campaign_name,clicks,impressions,cost,leads,conversions,conversion_rate,sale_amount,ad_date,location,device,keyword
A1201,Data Analytics Course,138.0,3971.0,184.87,28.0,3.0,0.022,1718.0,2024-11-07,Hyderabad,Tablet,learn data analytics
A1202,Data Analytics Course,175.0,4481.0,236.38,21.0,10.0,0.057,1257.0,2024-11-20,Hyderabad,Desktop,data analytics course
A1203,Data Analytics Course,170.0,5476.0,186.29,25.0,4.0,0.024,1731.0,2024-11-08,Hyderabad,Mobile,analytics for data
A1204,Data Analytics Course,138.0,4426.0,203.75,24.0,10.0,0.072,1838.0,2024-11-05,Hyderabad,Mobile,data analytics course
A1205,DataAnalyticsCourse,108.0,4080.0,247.8,18.0,4.0,0.037,1363.0,2024-11-30,Hyderabad,Tablet,online data analytic
A1206,Data Analytics Course,150.0,4113.0,219.67,12.0,7.0,0.047,1196.0,2024-11-22,Hyderabad,Mobile,learn data analytics
A1207,DataAnalyticsCourse,90.0,5119.0,226.58,14.0,10.0,0.111,1348.0,2024-11-07,Hydrebad,Desktop,analytics for data
A1208,Data Analytics Course,98.0,3422.0,223.55,17.0,7.0,0.046,1414.0,2024-11-19,Hydrebad,Tablet,online data analytic
A1209,Data Analytics Course,130.0,3327.0,224.83,13.0,3.0,0.023,1668.0,2024-11-16,Hydrebad,Mobile,online data analytic
A1210,Data Analytics Course,199.0,4518.5,199.98,15.0,8.0,0.04,1467.0,2024-11-08,Hyderabad,Tablet,data anaytics training
A1211,DataAnalyticsCourse,101.0,3241.0,183.34,24.0,7.0,0.046,1483.0,2024-11-10,Hyderabad,Tablet,data anaytics training
A1212,Data Analytics Course,118.0,3970.0,215.57,27.0,9.0,0.076,1036.0,2024-11-19,Hydrebad,Desktop,data analytics course
A1213,Data Analytics Course,199.0,5734.0,247.99,18.0,7.0,0.046,1455.0,2024-11-11,Hydrebad,Desktop,data analitics online
A1214,DataAnalyticsCourse,183.0,4001.0,237.85,23.0,4.0,0.022,1430.0,2024-11-21,Hyderabad,Mobile,online data analytic
A1215,Data Analytics Course,126.0,4206.0,233.76,29.0,10.0,0.041,1998.0,2024-11-06,Hyderabad,Tablet,online data analytic
A1216,Data Analytics Course,199.0,4745.0,215.57,13.0,9.0,0.046,1800.0,2024-11-28,Hyderabad,Tablet,analytics for data
A1217,DataAnalyticsCourse,92.0,4042.0,200.75,15.0,7.0,0.076,1234.0,2024-11-24,Hyderabad,Tablet,learn data analytics
A1218,Data Analytics Course,139.0,4883.0,249.61,10.0,3.0,0.046,1464.0,2024-11-12,Hyderabad,Tablet,online data analytic
A1219,DataAnalyticsCourse,92.0,3748.0,208.15,14.0,8.0,0.087,1297.0,2024-11-02,Hyderabad,Desktop,analytics for data
A1220,Data Analytics Course,135.0,3480.0,224.94,11.0,4.0,0.03,1398.0,2024-11-23,Hyderabad,Tablet,data analitics online
A1221,DataAnalyticsCourse,177.0,3007.0,223.22,30.0,8.0,0.045,1766.0,2024-11-02,Hydrebad,Mobile,data analitics online
A1222,Data Analytics Course,117.0,3380.0,186.73,21.0,10.0,0.055,1958.0,2024-11-19,Hyderabad,Desktop,data anaytics training
A1223,DataAnalyticsCourse,127.0,4823.0,194.69,11.0,10.0,0.057,1496.0,2024-11-15,Hydrebad,Desktop,data analytics course
A1224,Data Analytics Course,132.0,4490.0,202.45,10.0,7.0,0.053,1441.0,2024-11-10,Hyderabad,Mobile,data analitics online
A1225,DataAnalyticsCourse,102.0,5149.0,229.48,27.0,9.0,0.088,1137.0,2024-11-26,Hyderabad,Desktop,learn data analytics
A1226,Data Analytics Course,91.0,4290.0,213.74,20.0,10.0,0.046,1797.0,2024-11-16,Hydrebad,Mobile,online data analytic
A1227,Data Analytics Course,163.0,5643.0,217.4,30.0,6.0,0.046,1678.0,2024-11-01,Hydrebad,Desktop,data analitics online
A1228,Data Analytics Course,92.0,3916.0,188.1,20.0,6.0,0.065,1005.0,2024-11-14,Hyderabad,Desktop,online data analytic
A1229,Data Analytics Course,165.0,4551.0,185.35,30.0,7.0,0.046,1662.0,2024-11-06,Hyderabad,Desktop,data analitics online
A1230,Data Analytics Course,127.0,3344.0,201.7,10.0,8.0,0.046,1190.0,2024-11-11,Hyderabad,Desktop,analytics for data
A1231,Data Analytics Course,178.0,4441.0,231.97,22.0,4.0,0.022,1886.0,2024-11-24,Hyderabad,Mobile,analytics for data
A1232,Data Analytics Course,101.0,4518.5,234.17,29.0,5.0,0.05,1568.0,2024-11-27,Hyderabad,Mobile,data anaytics training
A1233,Data Analytics Course,161.0,5977.0,193.27,24.0,7.0,0.046,1366.0,2024-11-13,Hyderabad,Desktop,online data analytic
A1234,Data Analytics Course,95.0,4562.0,187.62,24.0,9.0,0.095,1239.0,2024-11-26,Hydrebad,Desktop,data anaytics training
A1235,Data Analytics Course,85.0,5099.0,232.56,28.0,9.0,0.046,1526.0,2024-11-02,Hydrebad,Mobile,data anaytics training
A1236,Data Analytics Course,192.0,5852.0,181.05,16.0,8.0,0.042,1600.0,2024-11-21,Hyderabad,Desktop,analytics for data
A1237,Data Analytics Course,80.0,3823.0,181.57,13.0,4.0,0.046,1564.0,2024-11-13,Hydrebad,Desktop,online data analytic
A1238,DataAnalyticsCourse,191.0,4612.0,238.23,20.0,10.0,0.052,1531.0,2024-11-01,Hyderabad,Mobile,learn data analytics
A1239,DataAnalyticsCourse,147.0,5881.0,196.34,23.0,7.0,0.048,1614.0,2024-11-18,Hyderabad,Desktop,data anaytics training
A1240,Data Analytics Course,100.0,5204.0,197.53,26.0,4.0,0.04,1675.0,2024-11-24,Hydrebad,Tablet,data analytics course
A1241,Data Analytics Course,82.0,5130.0,233.75,20.0,9.0,0.11,1505.0,2024-11-15,Hyderabad,Mobile,data analitics online
A1242,DataAnalyticsCourse,123.0,5231.0,202.93,30.0,10.0,0.081,1551.0,2024-11-23,Hyderabad,Desktop,online data analytic
A1243,Data Analytics Course,165.0,5980.0,248.41,17.0,3.0,0.018,1803.0,2024-11-06,Hyderabad,Tablet,online data analytic
A1244,DataAnalyticsCourse,167.0,3202.0,214.87,26.0,6.0,0.036,1571.0,2024-11-12,Hyderabad,Desktop,data analitics online
A1245,Data Analytics Course,111.0,5847.0,196.71,21.0,9.0,0.081,1445.0,2024-11-30,Hyderabad,Mobile,online data analytic
A1246,Data Analytics Course,94.0,4359.0,215.57,28.0,5.0,0.045,1920.0,2024-11-07,Hydrebad,Tablet,learn data analytics
A1247,Data Analytics Course,179.0,3185.0,236.74,29.0,5.0,0.046,1156.0,2024-11-11,Hyderabad,Desktop,data analytics course
A1248,DataAnalyticsCourse,166.0,5592.0,183.03,22.0,4.0,0.024,1636.0,2024-11-22,Hyderabad,Tablet,online data analytic
A1249,Data Analytics Course,90.0,5062.0,191.4,23.0,6.0,0.046,1775.0,2024-11-19,Hyderabad,Tablet,data analytics course
A1250,Data Analytics Course,106.0,5830.0,241.9,29.0,10.0,0.035,1897.0,2024-11-02,Hyderabad,Desktop,data anaytics training
A1251,Data Analytics Course,139.0,4629.0,236.96,10.0,6.0,0.046,1183.0,2024-11-06,Hyderabad,Desktop,data anaytics training
A1252,Data Analytics Course,158.0,4780.0,247.2,23.0,9.0,0.046,1005.0,2024-11-24,Hyderabad,Desktop,learn data analytics
A1253,Data Analytics Course,187.0,3800.0,241.0,16.0,8.0,0.043,1842.0,2024-11-09,Hyderabad,Mobile,analytics for data
A1254,Data Analytics Course,95.0,4096.0,242.69,26.0,9.0,0.095,1550.0,2024-11-22,Hyderabad,Tablet,online data analytic
A1255,Data Analytics Course,118.0,3562.0,231.5,12.0,3.0,0.025,1856.0,2024-11-19,Hydrebad,Desktop,data analytics course
A1256,DataAnalyticsCourse,166.0,3910.0,191.32,27.0,7.0,0.042,1505.0,2024-11-15,Hydrebad,Mobile,analytics for data
A1257,DataAnalyticsCourse,146.0,5411.0,201.76,28.0,7.0,0.048,1393.0,2024-11-14,Hydrebad,Desktop,data analitics online
A1258,DataAnalyticsCourse,101.0,4026.0,219.68,22.0,9.0,0.089,1149.0,2024-11-15,Hyderabad,Desktop,analytics for data
A1259,Data Analytics Course,185.0,3716.0,218.23,27.0,7.0,0.056,1015.0,2024-11-03,Hydrebad,Desktop,online data analytic
A1260,Data Analytics Course,147.0,5162.0,186.79,30.0,7.0,0.048,1733.0,2024-11-25,Hyderabad,Desktop,analytics for data
A1261,Data Analytics Course,188.0,3859.0,211.83,30.0,9.0,0.048,1719.0,2024-11-28,Hyderabad,Mobile,online data analytic
A1262,Data Analytics Course,122.0,3350.0,225.89,28.0,3.0,0.046,1509.0,2024-11-24,Hyderabad,Desktop,data analitics online
A1263,Data Analytics Course,143.0,5340.0,215.57,20.0,9.0,0.063,1223.0,2024-11-05,Hyderabad,Tablet,online data analytic
A1264,Data Analytics Course,170.0,3124.0,234.92,17.0,3.0,0.018,1232.0,2024-11-11,Hydrebad,Desktop,data anaytics training
A1265,Data Analytics Course,114.0,5017.0,242.62,11.0,6.0,0.053,1303.0,2024-11-17,Hydrebad,Mobile,data analitics online
A1266,Data Analytics Course,186.0,3424.0,201.81,27.0,3.0,0.016,1337.0,2024-11-26,Hydrebad,Desktop,data anaytics training
A1267,Data Analytics Course,120.0,4060.0,210.95,24.0,9.0,0.075,1376.0,2024-11-05,Hydrebad,Tablet,data analitics online
A1268,Data Analytics Course,130.0,5688.0,212.05,21.0,5.0,0.038,1454.0,2024-11-17,Hyderabad,Desktop,learn data analytics
A1269,Data Analytics Course,178.0,5029.0,189.79,25.0,8.0,0.045,1510.0,2024-11-09,Hyderabad,Desktop,data anaytics training
A1270,DataAnalyticsCourse,196.0,5476.0,204.63,19.0,4.0,0.02,1288.0,2024-11-26,Hyderabad,Desktop,data anaytics training
A1271,Data Analytics Course,110.0,5000.0,197.89,18.0,3.0,0.027,1110.0,2024-11-12,Hyderabad,Desktop,online data analytic
A1272,Data Analytics Course,95.0,4141.0,207.14,22.0,3.0,0.054,1929.0,2024-11-11,Hyderabad,Tablet,learn data analytics
A1273,Data Analytics Course,183.0,4791.0,232.97,27.0,5.0,0.046,1476.0,2024-11-21,Hydrebad,Desktop,data analitics online
A1274,DataAnalyticsCourse,100.0,4168.0,193.6,30.0,3.0,0.03,1692.0,2024-11-25,Hyderabad,Desktop,online data analytic
A1275,Data Analytics Course,187.0,3741.0,226.11,27.0,10.0,0.053,1342.0,2024-11-14,Hyderabad,Tablet,learn data analytics
A1276,Data Analytics Course,90.0,3577.0,233.54,24.0,5.0,0.052,1175.0,2024-11-14,Hyderabad,Tablet,analytics for data
A1277,Data Analytics Course,148.0,4469.0,209.76,25.0,8.0,0.054,1505.0,2024-11-25,Hyderabad,Tablet,data analytics course
A1278,Data Analytics Course,129.0,3611.0,227.82,11.0,7.0,0.054,1250.0,2024-11-22,Hyderabad,Tablet,data anaytics training
A1279,Data Analytics Course,120.0,3947.0,193.49,15.0,6.0,0.05,1305.0,2024-11-12,Hydrebad,Mobile,data anaytics training
A1280,Data Analytics Course,82.0,4239.0,191.75,23.0,8.0,0.046,1062.0,2024-11-22,Hyderabad,Mobile,learn data analytics
A1281,Data Analytics Course,145.0,5973.0,242.16,12.0,7.0,0.048,1508.0,2024-11-14,Hyderabad,Tablet,online data analytic
A1282,Data Analytics Course,190.0,4525.0,188.85,10.0,5.0,0.026,1875.0,2024-11-01,Hyderabad,Tablet,data anaytics training
A1283,Data Analytics Course,137.0,4395.0,241.58,24.0,4.0,0.043,1512.0,2024-11-06,Hyderabad,Desktop,online data analytic
A1284,Data Analytics Course,157.0,3047.0,222.66,19.0,3.0,0.019,1964.0,2024-11-01,Hydrebad,Mobile,data analitics online
A1285,DataAnalyticsCourse,105.0,5348.0,226.1,27.0,5.0,0.048,1003.0,2024-11-12,Hyderabad,Tablet,learn data analytics
A1286,Data Analytics Course,149.0,3101.0,231.44,15.0,9.0,0.06,1126.0,2024-11-06,Hyderabad,Tablet,data anaytics training
A1287,Data Analytics Course,159.0,3693.0,187.09,24.0,6.0,0.038,1256.0,2024-11-24,Hyderabad,Desktop,learn data analytics
A1288,Data Analytics Course,150.0,5590.0,215.57,20.0,8.0,0.046,1286.0,2024-11-02,Hydrebad,Mobile,data analytics course
A1289,Data Analytics Course,139.0,5277.0,227.46,10.0,5.0,0.046,1541.0,2024-11-15,Hyderabad,Tablet,data analitics online
A1290,Data Analytics Course,98.0,4653.0,205.84,29.0,5.0,0.051,1866.0,2024-11-02,Hyderabad,Mobile,data analitics online
A1291,Data Analytics Course,86.0,3513.0,211.16,22.0,7.0,0.046,1917.0,2024-11-10,Hyderabad,Desktop,data analytics course
A1292,Data Analytics Course,128.0,5772.0,235.54,20.0,10.0,0.078,1215.0,2024-11-04,Hyderabad,Desktop,data anaytics training
A1293,Data Analytics Course,105.0,5840.0,236.56,22.0,8.0,0.047,1811.0,2024-11-24,Hydrebad,Tablet,data analytics course
A1294,Data Analytics Course,90.0,4518.5,249.0,21.0,10.0,0.046,1245.0,2024-11-19,Hyderabad,Mobile,data analytics course
A1295,Data Analytics Course,89.0,5158.0,211.76,20.0,5.0,0.056,1119.0,2024-11-21,Hyderabad,Desktop,online data analytic
A1296,Data Analytics Course,119.0,3489.0,194.36,14.0,3.0,0.055,1633.0,2024-11-10,Hyderabad,Mobile,data analytics course
A1297,DataAnalyticsCourse,173.0,3977.0,229.82,30.0,5.0,0.037,1584.0,2024-11-22,Hyderabad,Desktop,learn data analytics
A1298,Data Analytics Course,95.0,3397.0,181.89,20.0,7.0,0.074,1560.0,2024-11-27,Hyderabad,Tablet,data analytics course
A1299,Data Analytics Course,112.0,5194.0,245.97,10.0,5.0,0.045,1016.0,2024-11-21,Hydrebad,Tablet,data anaytics training
A1300,Data Analytics Course,134.0,3007.0,217.53,10.0,5.0,0.037,1371.0,2024-11-30,Hydrebad,Mobile,data anaytics training
A1301,Data Analytics Course,113.0,5721.0,216.7,11.0,6.0,0.053,1743.0,2024-11-17,Hyderabad,Desktop,data anaytics training
A1302,DataAnalyticsCourse,157.0,3546.0,189.11,16.0,5.0,0.032,1333.0,2024-11-28,Hydrebad,Mobile,data analitics online
A1303,DataAnalyticsCourse,105.0,3670.0,245.85,24.0,9.0,0.046,1653.0,2024-11-24,Hydrebad,Tablet,data analytics course
A1304,Data Analytics Course,162.0,5915.0,211.96,11.0,7.0,0.046,1394.0,2024-11-20,Hyderabad,Tablet,analytics for data
A1305,Data Analytics Course,139.0,4450.0,219.21,16.0,10.0,0.056,1917.0,2024-11-10,Hyderabad,Mobile,learn data analytics
A1306,DataAnalyticsCourse,136.0,5782.0,189.65,23.0,6.0,0.044,1951.0,2024-11-11,Hyderabad,Tablet,data anaytics training
A1307,DataAnalyticsCourse,192.0,4339.0,245.57,24.0,8.0,0.047,1284.0,2024-11-18,Hyderabad,Mobile,learn data analytics
A1308,Data Analytics Course,147.0,5870.0,215.57,14.0,8.0,0.054,1748.0,2024-11-02,Hyderabad,Mobile,data anaytics training
A1309,DataAnalyticsCourse,164.0,5662.0,186.41,11.0,9.0,0.055,1020.0,2024-11-17,Hydrebad,Tablet,data analytics course
A1310,DataAnalyticsCourse,192.0,5130.0,184.63,19.0,4.0,0.046,1087.0,2024-11-07,Hyderabad,Desktop,data analytics course
A1311,Data Analytics Course,139.0,4608.0,224.99,12.0,8.0,0.046,1095.0,2024-11-12,Hyderabad,Desktop,data anaytics training
A1312,Data Analytics Course,199.0,5290.0,218.55,20.0,7.0,0.035,1234.0,2024-11-30,Hyderabad,Tablet,learn data analytics
A1313,Data Analytics Course,82.0,4961.0,220.29,27.0,7.0,0.059,1149.0,2024-11-02,Hyderabad,Tablet,data analytics course
A1314,Data Analytics Course,175.0,4347.0,242.06,17.0,3.0,0.017,1617.0,2024-11-22,Hyderabad,Desktop,data anaytics training
A1315,Data Analytics Course,181.0,5664.0,204.74,22.0,5.0,0.028,1719.0,2024-11-22,Hyderabad,Desktop,data analytics course
A1316,DataAnalyticsCourse,146.0,3757.0,192.59,25.0,9.0,0.046,1169.0,2024-11-09,Hyderabad,Desktop,online data analytic
A1317,Data Analytics Course,192.0,4225.0,242.0,24.0,6.0,0.031,1032.0,2024-11-01,Hydrebad,Mobile,data analitics online
A1318,Data Analytics Course,149.0,3410.0,181.12,20.0,4.0,0.033,1806.0,2024-11-17,Hyderabad,Desktop,learn data analytics
A1319,Data Analytics Course,93.0,3934.0,226.84,20.0,6.0,0.065,1964.0,2024-11-18,Hyderabad,Mobile,data analitics online
A1320,Data Analytics Course,182.0,3384.0,187.67,18.0,8.0,0.044,1769.0,2024-11-01,Hydrebad,Desktop,analytics for data
A1321,Data Analytics Course,99.0,3842.0,246.3,23.0,8.0,0.081,1452.0,2024-11-10,Hyderabad,Tablet,online data analytic
A1322,Data Analytics Course,188.0,4022.0,238.61,20.0,8.0,0.043,1505.0,2024-11-06,Hyderabad,Mobile,data analitics online
A1323,Data Analytics Course,193.0,5786.0,201.51,16.0,10.0,0.052,1617.0,2024-11-05,Hyderabad,Tablet,data anaytics training
A1324,Data Analytics Course,107.0,4423.0,239.47,25.0,9.0,0.084,1370.0,2024-11-23,Hyderabad,Desktop,analytics for data
A1325,DataAnalyticsCourse,131.0,4228.0,230.18,16.0,9.0,0.069,1393.0,2024-11-07,Hydrebad,Desktop,data anaytics training
A1326,Data Analytics Course,139.0,5120.0,199.3,24.0,5.0,0.036,1835.0,2024-11-23,Hydrebad,Mobile,data analytics course
A1327,DataAnalyticsCourse,141.0,3600.0,227.54,20.0,6.0,0.043,1367.0,2024-11-07,Hyderabad,Desktop,learn data analytics
A1328,Data Analytics Course,175.0,5016.0,215.57,16.0,3.0,0.017,1836.0,2024-11-07,Hyderabad,Tablet,learn data analytics
A1329,Data Analytics Course,96.0,5771.0,213.98,30.0,3.0,0.031,1130.0,2024-11-30,Hyderabad,Mobile,analytics for data
A1330,DataAnalyticsCourse,139.0,4615.0,194.89,12.0,6.0,0.046,1923.0,2024-11-25,Hyderabad,Tablet,data anaytics training
A1331,Data Analytics Course,187.0,3115.0,184.61,12.0,3.0,0.016,1324.0,2024-11-30,Hyderabad,Mobile,learn data analytics
A1332,DataAnalyticsCourse,153.0,5886.0,218.33,29.0,3.0,0.02,1424.0,2024-11-20,Hyderabad,Mobile,analytics for data
A1333,DataAnalyticsCourse,122.0,4929.0,192.72,10.0,10.0,0.082,1505.0,2024-11-12,Hyderabad,Desktop,data anaytics training
A1334,Data Analytics Course,151.0,4357.0,238.69,28.0,9.0,0.06,1447.0,2024-11-13,Hyderabad,Tablet,analytics for data
A1335,Data Analytics Course,116.0,4519.0,184.29,23.0,7.0,0.046,1070.0,2024-11-12,Hyderabad,Desktop,data anaytics training
A1336,Data Analytics Course,145.0,5612.0,207.34,22.0,4.0,0.028,1689.0,2024-11-12,Hyderabad,Desktop,learn data analytics
A1337,Data Analytics Course,90.0,3251.0,198.69,12.0,7.0,0.078,1044.0,2024-11-30,Hyderabad,Mobile,learn data analytics
A1338,Data Analytics Course,133.0,3360.0,203.78,13.0,9.0,0.068,1654.0,2024-11-14,Hydrebad,Mobile,online data analytic
A1339,DataAnalyticsCourse,135.0,5891.0,245.69,21.0,6.0,0.044,1947.0,2024-11-05,Hyderabad,Mobile,learn data analytics
A1340,Data Analytics Course,155.0,5835.0,239.52,10.0,4.0,0.041,1505.0,2024-11-13,Hyderabad,Mobile,analytics for data
A1341,Data Analytics Course,100.0,4928.0,186.68,22.0,10.0,0.1,1071.0,2024-11-23,Hyderabad,Mobile,analytics for data
A1342,Data Analytics Course,138.0,4049.0,182.66,20.0,7.0,0.051,1292.0,2024-11-20,Hyderabad,Mobile,online data analytic
A1343,DataAnalyticsCourse,109.0,4114.0,243.33,18.0,6.0,0.044,1456.0,2024-11-25,Hyderabad,Tablet,learn data analytics
A1344,Data Analytics Course,124.0,3947.0,198.11,11.0,4.0,0.032,1308.0,2024-11-26,Hyderabad,Mobile,data analytics course
A1345,Data Analytics Course,139.0,3705.0,239.26,25.0,7.0,0.046,1506.0,2024-11-02,Hyderabad,Tablet,online data analytic
A1346,Data Analytics Course,197.0,5365.0,208.86,14.0,4.0,0.031,1106.0,2024-11-01,Hyderabad,Tablet,data anaytics training
A1347,Data Analytics Course,114.0,5213.0,224.65,26.0,4.0,0.035,1218.0,2024-11-29,Hyderabad,Tablet,online data analytic
A1348,Data Analytics Course,117.0,3951.0,212.02,16.0,5.0,0.052,1949.0,2024-11-10,Hyderabad,Desktop,data anaytics training
A1349,Data Analytics Course,198.0,3405.0,224.9,13.0,10.0,0.051,1631.0,2024-11-14,Hyderabad,Tablet,online data analytic
A1350,Data Analytics Course,160.0,5367.0,208.47,20.0,8.0,0.046,1853.0,2024-11-15,Hyderabad,Tablet,data analytics course
A1351,DataAnalyticsCourse,137.0,3602.0,194.55,23.0,5.0,0.036,1580.0,2024-11-02,Hyderabad,Tablet,data analytics course
A1352,Data Analytics Course,163.0,3917.0,209.01,10.0,3.0,0.046,1823.0,2024-11-17,Hyderabad,Tablet,data anaytics training
A1353,Data Analytics Course,138.0,5671.0,244.12,26.0,3.0,0.046,1505.0,2024-11-13,Hyderabad,Tablet,analytics for data
A1354,Data Analytics Course,194.0,5019.0,227.67,28.0,7.0,0.036,1019.0,2024-11-22,Hydrebad,Mobile,learn data analytics
A1355,Data Analytics Course,177.0,3569.0,190.31,13.0,8.0,0.035,1403.0,2024-11-25,Hyderabad,Mobile,online data analytic
A1356,DataAnalyticsCourse,113.0,3420.0,223.48,22.0,10.0,0.058,1138.0,2024-11-23,Hyderabad,Mobile,online data analytic
A1357,Data Analytics Course,133.0,3064.0,221.8,22.0,5.0,0.038,1538.0,2024-11-11,Hyderabad,Mobile,learn data analytics
A1358,DataAnalyticsCourse,118.0,3730.0,207.5,25.0,8.0,0.039,1011.0,2024-11-12,Hydrebad,Mobile,data anaytics training
A1359,Data Analytics Course,109.0,5852.0,235.44,20.0,5.0,0.046,1946.0,2024-11-14,Hyderabad,Desktop,analytics for data
A1360,Data Analytics Course,109.0,4011.0,184.51,13.0,6.0,0.053,1375.0,2024-11-23,Hyderabad,Desktop,data analitics online
A1361,Data Analytics Course,128.0,4636.0,243.83,20.0,10.0,0.059,1941.0,2024-11-02,Hyderabad,Mobile,data anaytics training
A1362,Data Analytics Course,181.0,3087.0,201.29,19.0,10.0,0.046,1505.0,2024-11-20,Hyderabad,Mobile,data analitics online
A1363,Data Analytics Course,89.0,5872.0,198.32,14.0,6.0,0.067,1553.0,2024-11-20,Hyderabad,Mobile,online data analytic
A1364,Data Analytics Course,157.0,5762.0,248.1,26.0,4.0,0.025,1999.0,2024-11-05,Hyderabad,Tablet,data analitics online
A1365,DataAnalyticsCourse,88.0,3396.0,193.79,19.0,5.0,0.057,1860.0,2024-11-18,Hydrebad,Mobile,online data analytic
A1366,DataAnalyticsCourse,130.0,3092.0,211.39,28.0,7.0,0.054,1031.0,2024-11-24,Hydrebad,Tablet,data analytics course
A1367,Data Analytics Course,194.0,4240.0,213.45,18.0,4.0,0.046,1890.0,2024-11-23,Hyderabad,Tablet,data analitics online
A1368,DataAnalyticsCourse,180.0,4297.0,200.04,24.0,5.0,0.046,1050.0,2024-11-18,Hyderabad,Mobile,data analytics course
A1369,DataAnalyticsCourse,139.0,5518.0,243.83,15.0,10.0,0.046,1862.0,2024-11-22,Hyderabad,Mobile,data analitics online
A1370,Data Analytics Course,139.0,5039.0,235.44,24.0,7.0,0.046,1839.0,2024-11-08,Hyderabad,Desktop,data analitics online
A1371,Data Analytics Course,139.0,3596.0,210.31,23.0,9.0,0.046,1269.0,2024-11-01,Hyderabad,Tablet,online data analytic
A1372,DataAnalyticsCourse,118.0,4845.0,190.25,11.0,3.0,0.046,1446.0,2024-11-18,Hydrebad,Desktop,analytics for data
A1373,Data Analytics Course,101.0,4883.0,237.89,11.0,6.0,0.046,1368.0,2024-11-14,Hyderabad,Desktop,analytics for data
A1374,Data Analytics Course,120.0,4618.0,200.91,18.0,7.0,0.058,1775.0,2024-11-02,Hydrebad,Tablet,data analitics online
A1375,Data Analytics Course,194.0,3941.0,240.35,27.0,10.0,0.052,1373.0,2024-11-11,Hyderabad,Desktop,data analytics course
A1376,Data Analytics Course,135.0,5096.0,230.32,14.0,4.0,0.03,1478.0,2024-11-18,Hyderabad,Mobile,data anaytics training
A1377,DataAnalyticsCourse,190.0,5537.0,188.98,20.0,4.0,0.021,1989.0,2024-11-04,Hyderabad,Tablet,learn data analytics
